station,year,day,hour,temp,rh,totalRadiation,CO2,wind,soilWater_potential,soilWater_content,rainfall
TOY001,2000,2,1,8.9,0.923,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,2,8.2,0.943,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,3,8.0,0.95,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,4,8.2,0.943,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,5,8.9,0.923,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,6,10.1,0.891,623.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,7,11.5,0.85,1490.6,400,2.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,8,13.2,0.802,2405.6,400,3.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,9,15.0,0.75,3263.1,400,3.8,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,10,16.8,0.698,3981.4,400,4.5,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,11,18.5,0.65,4496.9,400,4.9,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,12,19.9,0.609,4765.8,400,5.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,13,21.1,0.577,4765.8,400,4.9,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,14,21.8,0.557,4496.9,400,4.5,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",1.2
TOY001,2000,2,15,22.0,0.55,3981.4,400,3.8,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",1.2
TOY001,2000,2,16,21.8,0.557,3263.1,400,3.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",1.2
TOY001,2000,2,17,21.1,0.577,2405.6,400,2.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,18,19.9,0.609,1490.6,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,19,18.5,0.65,623.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,20,16.8,0.698,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,21,15.0,0.75,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,22,13.2,0.802,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,2,23,11.5,0.85,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,0,10.1,0.891,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,1,8.9,0.923,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,2,8.2,0.943,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,3,8.0,0.95,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,4,8.2,0.943,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,5,8.9,0.923,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,6,10.1,0.891,623.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,7,11.5,0.85,1490.6,400,2.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,8,13.2,0.802,2405.6,400,3.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,9,15.0,0.75,3263.1,400,3.8,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,10,16.8,0.698,3981.4,400,4.5,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,11,18.5,0.65,4496.9,400,4.9,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,12,19.9,0.609,4765.8,400,5.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,13,21.1,0.577,4765.8,400,4.9,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,14,21.8,0.557,4496.9,400,4.5,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,15,22.0,0.55,3981.4,400,3.8,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,16,21.8,0.557,3263.1,400,3.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,17,21.1,0.577,2405.6,400,2.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,18,19.9,0.609,1490.6,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,19,18.5,0.65,623.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,20,16.8,0.698,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,21,15.0,0.75,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,22,13.2,0.802,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
TOY001,2000,3,23,11.5,0.85,0.0,400,1.0,"-0.2,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0.0
